20
8320 1 2 5 
8232 3 12 16 
7964 1 5 11 
7754 3 7 3 
7636 1 15 0 
7215 2 12 4 
5583 0 2 3 
5094 1 0 5 
4547 0 18 16 
3852 2 1 13 
3807 0 15 0 
3324 3 11 16 
3280 1 5 1 
2946 3 17 6 
2832 1 9 16 
2566 2 17 1 
2492 0 17 14 
377 1 0 13 
377 3 19 3 
176 0 11 12 
