20
9761 2 13 0 
9759 0 1 4 
9391 2 8 13 
8783 2 0 12 
8748 3 13 0 
7948 3 2 15 
7894 1 13 2 
7584 3 0 8 
7340 3 3 15 
7195 0 11 16 
6285 2 11 0 
4688 2 2 11 
4450 0 2 14 
4177 2 21 6 
3797 0 15 1 
3034 1 3 1 
2971 3 20 13 
2590 1 8 13 
2563 3 0 10 
1166 0 21 12 
