28
0 0 0 0 0 0 0 5 0 1 472 5 371 
0 0 0 1 2 0 0 10 0 10 477 4 74 
0 0 0 2 1 0 0 15 0 16 573 11 337 
0 0 0 3 1 0 0 20 0 21 519 13 452 
0 0 0 4 0 0 0 25 0 10 519 7 452 
0 0 0 5 0 0 0 30 0 7 477 1 74 
0 0 0 6 1 0 0 35 0 8 249 16 407 
0 0 0 7 2 0 0 40 0 11 477 2 74 
0 0 0 8 0 0 0 45 0 1 269 4 452 
0 0 0 9 0 0 0 50 0 10 258 5 74 
0 0 0 10 0 0 0 55 0 8 191 4 74 
0 0 0 11 0 0 0 60 0 0 519 7 452 
0 0 0 12 1 0 0 65 0 0 249 12 407 
0 0 0 13 2 0 0 70 0 17 269 9 452 
0 0 0 14 0 0 0 75 0 8 249 13 407 
0 0 0 15 2 0 0 80 0 20 519 11 452 
0 0 0 16 1 0 0 85 0 14 87 11 359 
0 0 0 17 0 0 0 90 0 20 249 10 407 
0 0 0 18 1 0 0 95 0 16 0 9 0 
0 0 0 19 2 100 0 100 0 13 0 6 0 
0 0 0 20 0 234 0 105 0 3 0 5 0 
0 0 0 21 2 0 0 110 0 18 0 8 0 
0 0 0 22 2 0 0 115 0 0 0 10 0 
0 0 0 23 2 0 0 120 0 18 0 12 0 
0 0 0 24 0 0 0 125 0 16 0 4 0 
0 0 0 25 2 0 0 130 0 1 0 13 0 
0 0 0 26 0 0 0 135 0 13 0 13 0 
0 0 0 27 0 0 0 140 0 11 0 6 0 
0 0 0 28 2 0 0 145 0 10 0 11 0 
0 0 0 29 2 0 0 150 0 4 0 5 0 
1 5 7 8 11 9 6 12 14 17 18 9 15 9 7 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
15 2 5 3 9 10 12 13 16 17 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 4 2 10 13 3 16 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
