27
9342 2 15 1 
8998 3 13 11 
8558 0 4 14 
8065 0 0 8 
8065 2 5 14 
8058 1 12 1 
7475 0 7 15 
6336 1 4 8 
6033 3 9 16 
4682 0 20 12 
4643 2 10 16 
4157 0 17 16 
3952 3 11 12 
2964 3 7 15 
2887 1 20 14 
2038 3 18 3 
1962 1 1 4 
1797 3 14 16 
1645 1 19 4 
1583 0 3 2 
1583 2 21 12 
1275 1 21 13 
922 1 10 11 
695 3 19 14 
556 1 2 15 
356 3 0 5 
275 1 19 15 
