3 0 0 
2 1 1 
1 2 4 
0 3 0 
3 4 0 
2 5 1 
1 6 4 
0 7 0 
3 8 0 
2 9 1 
1 10 4 
0 11 0 
3 12 0 
2 13 1 
1 14 4 
0 15 0 
3 16 0 
2 17 3 
1 18 4 
0 19 0 
3 20 0 
2 21 3 
1 22 4 
0 23 0 
3 24 0 
2 25 3 
1 26 4 
0 27 0 
3 28 0 
2 29 3 
1 30 4 
0 31 0 
3 32 0 
2 33 3 
1 34 1 
0 35 0 
3 36 0 
2 37 2 
1 38 1 
0 39 0 
3 40 0 
2 41 2 
1 42 1 
0 43 0 
3 44 0 
2 45 2 
1 46 1 
0 47 0 
3 48 0 
2 49 2 
1 50 1 
0 51 0 
3 52 0 
2 53 2 
1 54 4 
0 55 0 
3 56 0 
2 57 2 
1 58 4 
0 59 0 
3 60 0 
2 61 2 
1 62 4 
0 63 0 
3 64 0 
2 65 2 
1 66 4 
0 67 0 
3 68 0 
2 69 2 
1 70 4 
0 71 0 
3 72 0 
2 73 2 
1 74 1 
0 75 0 
3 76 0 
2 77 2 
1 78 1 
0 79 0 
3 80 0 
2 81 2 
1 82 1 
0 83 0 
3 84 0 
2 85 2 
1 86 1 
0 87 0 
3 88 0 
2 89 2 
1 90 1 
0 91 0 
3 92 0 
2 93 2 
1 94 4 
0 95 0 
3 96 0 
2 97 2 
1 98 0 
0 99 0 
3 100 0 
2 101 1 
1 102 0 
0 103 0 
3 104 0 
2 105 1 
1 106 0 
0 107 0 
3 108 0 
2 109 1 
1 110 0 
0 111 0 
3 112 0 
2 113 1 
1 114 0 
0 115 0 
3 116 0 
2 117 1 
1 118 0 
0 119 0 
3 120 0 
2 121 1 
1 122 0 
0 123 0 
3 124 0 
2 125 1 
1 126 0 
0 127 0 
3 128 0 
2 129 2 
1 130 4 
0 131 0 
3 132 0 
2 133 2 
1 134 1 
0 135 2 
3 136 0 
2 137 2 
1 138 1 
0 139 2 
3 140 0 
2 141 2 
1 142 1 
0 143 2 
3 144 0 
2 145 2 
1 146 1 
0 147 2 
3 148 0 
2 149 2 
1 150 1 
0 151 2 
3 152 0 
2 153 2 
1 154 1 
0 155 2 
3 156 1 
2 157 2 
1 158 1 
0 159 4 
3 160 1 
2 161 2 
1 162 1 
0 163 0 
3 164 4 
2 165 2 
1 166 1 
0 167 0 
3 168 5 
4 4 4 2 4 2 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 169 1 
1 170 1 
0 171 0 
3 172 8 
4 9 -11 15 2 2005758284 0 0 0 0 0 0 0 0 0 36 1 0 184200828 96 -1 -184200829 2005250959 2005251166 0 0 3308568 1851154896 2147328000 2005760148 
2 173 1 
1 174 3 
0 175 5 
1 3 1 3 3 3 3 3 3 3 3 3 3 3 3 1 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 
3 176 4 
2 177 1 
1 178 3 
0 179 1 
3 180 4 
2 181 1 
1 182 3 
0 183 1 
3 184 4 
2 185 1 
1 186 3 
0 187 1 
3 188 4 
2 189 1 
1 190 3 
0 191 1 
3 192 4 
2 193 1 
1 194 3 
0 195 3 
3 196 4 
2 197 1 
1 198 3 
0 199 3 
3 200 4 
2 201 1 
1 202 3 
0 203 3 
3 204 4 
2 205 1 
1 206 3 
0 207 3 
3 208 4 
2 209 1 
1 210 3 
0 211 3 
3 212 4 
2 213 1 
1 214 3 
0 215 1 
3 216 4 
2 217 1 
1 218 3 
0 219 1 
3 220 4 
2 221 1 
1 222 3 
0 223 1 
3 224 4 
2 225 1 
1 226 3 
0 227 1 
3 228 4 
2 229 1 
1 230 3 
0 231 1 
3 232 4 
2 233 1 
1 234 3 
0 235 3 
3 236 1 
2 237 4 
1 238 3 
0 239 3 
3 240 1 
2 241 4 
1 242 3 
0 243 3 
3 244 1 
2 245 4 
1 246 3 
0 247 3 
3 248 1 
2 249 4 
1 250 3 
0 251 3 
3 252 1 
2 253 4 
1 254 3 
0 255 1 
3 256 4 
2 257 1 
1 258 3 
0 259 1 
3 260 4 
2 261 1 
1 262 3 
0 263 1 
3 264 4 
2 265 1 
1 266 3 
0 267 1 
3 268 4 
2 269 1 
1 270 3 
0 271 1 
3 272 4 
2 273 1 
1 274 3 
0 275 1 
3 276 1 
2 277 1 
1 278 3 
0 279 1 
3 280 1 
2 281 1 
1 282 3 
0 283 1 
3 284 1 
2 285 1 
1 286 3 
0 287 1 
3 288 1 
2 289 1 
1 290 3 
0 291 1 
3 292 1 
2 293 1 
1 294 3 
0 295 1 
3 296 4 
2 297 1 
1 298 3 
0 299 1 
3 300 4 
2 301 1 
1 302 3 
0 303 1 
3 304 4 
2 305 1 
1 306 3 
0 307 1 
3 308 4 
2 309 1 
1 310 3 
0 311 1 
3 312 4 
2 313 1 
1 314 3 
0 315 4 
3 316 1 
2 317 1 
1 318 3 
0 319 4 
3 320 1 
2 321 1 
1 322 3 
0 323 4 
3 324 1 
2 325 1 
1 326 3 
0 327 4 
3 328 1 
2 329 1 
1 330 3 
0 331 4 
3 332 1 
2 333 1 
1 334 1 
0 335 2 
3 336 1 
2 337 4 
1 338 1 
0 339 2 
3 340 1 
2 341 4 
1 342 1 
0 343 2 
3 344 1 
2 345 4 
1 346 1 
0 347 2 
3 348 1 
2 349 4 
1 350 1 
0 351 2 
3 352 1 
2 353 4 
1 354 1 
0 355 2 
3 356 1 
2 357 1 
1 358 1 
0 359 2 
3 360 1 
2 361 1 
1 362 1 
0 363 2 
3 364 1 
2 365 1 
1 366 1 
0 367 2 
3 368 1 
2 369 1 
1 370 1 
0 371 2 
3 372 1 
2 373 1 
1 374 2 
0 375 2 
3 376 1 
2 377 4 
1 378 2 
0 379 2 
3 380 1 
2 381 4 
1 382 2 
0 383 2 
3 384 1 
2 385 4 
1 386 2 
0 387 2 
3 388 1 
2 389 4 
1 390 2 
0 391 2 
3 392 1 
2 393 4 
1 394 2 
0 395 2 
3 396 1 
2 397 4 
1 398 3 
0 399 5 
2 2 2 2 2 2 4 2 3 3 1 3 2 2 4 4 1 1 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 
3 400 1 
2 401 4 
1 402 3 
0 403 5 
2 2 2 2 2 2 4 2 3 3 1 3 2 2 4 4 1 1 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 
3 404 1 
2 405 4 
1 406 3 
0 407 5 
2 2 2 2 2 2 4 2 3 3 1 3 2 2 4 4 1 1 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 
3 408 1 
2 409 4 
1 410 3 
0 411 5 
2 2 2 2 2 2 4 2 3 3 1 3 2 2 4 4 1 1 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 
3 412 1 
2 413 4 
1 414 3 
0 415 5 
2 2 2 2 2 2 4 2 3 3 1 3 2 2 4 4 1 1 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 
3 416 1 
2 417 4 
1 418 3 
0 419 5 
2 2 2 2 2 2 4 2 3 3 1 3 2 2 4 4 1 1 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 
3 420 1 
2 421 4 
1 422 3 
0 423 5 
2 2 2 2 2 2 4 2 3 3 1 3 2 2 4 4 1 1 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 
3 424 1 
2 425 4 
1 426 3 
0 427 5 
2 2 2 2 2 2 4 2 3 3 1 3 2 2 4 4 1 1 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 
3 428 1 
2 429 4 
1 430 3 
0 431 5 
2 2 2 2 2 2 4 2 3 3 1 3 2 2 4 4 1 1 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 
3 432 1 
2 433 4 
1 434 3 
0 435 5 
2 2 2 2 2 2 4 2 3 3 1 3 2 2 4 4 1 1 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 
3 436 1 
2 437 4 
1 438 3 
0 439 5 
2 2 2 2 2 2 4 2 3 3 1 3 2 2 4 4 1 1 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 
3 440 1 
2 441 4 
1 442 3 
0 443 5 
2 2 2 2 2 2 4 2 3 3 1 3 2 2 4 4 1 1 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 
3 444 1 
2 445 4 
1 446 3 
0 447 5 
2 2 2 2 2 2 4 2 3 3 1 3 2 2 4 4 1 1 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 
3 448 1 
2 449 4 
1 450 3 
0 451 5 
2 2 2 2 2 2 4 2 3 3 1 3 2 2 4 4 1 1 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 
3 452 1 
2 453 4 
1 454 3 
0 455 5 
2 2 2 2 2 4 1 3 3 3 1 4 1 1 1 3 1 4 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 
3 456 1 
2 457 4 
1 458 8 
4 11 -11 13 5 2005758284 0 0 0 0 0 0 0 0 0 36 1 0 184200828 96 -1 -184200829 2005250959 2005251166 0 0 3308568 1851154896 2147328000 2005760148 
0 459 5 
2 2 2 2 2 2 4 1 3 3 3 1 4 1 1 1 3 1 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 -858993460 
3 460 1 
2 461 4 
1 462 2 
0 463 0 
3 464 2 
2 465 4 
1 466 2 
0 467 0 
3 468 2 
2 469 4 
1 470 2 
0 471 0 
3 472 2 
2 473 4 
1 474 2 
0 475 0 
3 476 2 
2 477 4 
1 478 2 
0 479 0 
3 480 2 
2 481 4 
1 482 2 
0 483 0 
3 484 2 
2 485 4 
1 486 2 
0 487 0 
3 488 2 
2 489 4 
1 490 2 
0 491 0 
3 492 2 
2 493 4 
1 494 2 
0 495 0 
3 496 2 
2 497 4 
1 498 2 
0 499 0 
3 500 2 
2 501 4 
1 502 2 
0 503 0 
3 504 2 
2 505 4 
1 506 2 
0 507 0 
3 508 2 
2 509 4 
1 510 2 
0 511 0 
3 512 2 
2 513 4 
1 514 2 
0 515 0 
3 516 2 
2 517 4 
1 518 3 
0 519 0 
3 520 2 
2 521 4 
1 522 3 
0 523 0 
3 524 2 
2 525 4 
1 526 3 
0 527 0 
3 528 2 
2 529 4 
1 530 3 
0 531 0 
3 532 2 
2 533 4 
1 534 3 
0 535 0 
3 536 2 
2 537 4 
1 538 2 
0 539 0 
3 540 2 
2 541 4 
1 542 2 
0 543 0 
3 544 2 
2 545 4 
1 546 2 
0 547 0 
3 548 2 
2 549 4 
1 550 2 
0 551 0 
3 552 2 
2 553 4 
1 554 2 
0 555 0 
3 556 2 
2 557 4 
1 558 3 
0 559 0 
3 560 2 
2 561 4 
1 562 3 
0 563 0 
3 564 2 
2 565 4 
1 566 3 
0 567 0 
3 568 2 
2 569 4 
1 570 3 
0 571 0 
3 572 2 
2 573 4 
1 574 3 
0 575 0 
3 576 3 
2 577 4 
1 578 3 
0 579 0 
3 580 3 
2 581 4 
1 582 3 
0 583 0 
3 584 3 
2 585 4 
1 586 3 
0 587 0 
3 588 3 
2 589 4 
1 590 3 
0 591 0 
3 592 3 
2 593 4 
1 594 3 
0 595 0 
3 596 2 
2 597 4 
1 598 3 
0 599 0 
3 600 2 
2 601 4 
1 602 3 
0 603 0 
3 604 2 
2 605 4 
1 606 3 
0 607 0 
3 608 2 
2 609 4 
1 610 3 
0 611 0 
3 612 2 
2 613 4 
1 614 3 
0 615 0 
3 616 2 
2 617 4 
1 618 3 
0 619 0 
3 620 2 
2 621 4 
1 622 3 
0 623 0 
3 624 2 
2 625 4 
1 626 3 
0 627 0 
3 628 2 
2 629 4 
1 630 3 
0 631 0 
3 632 2 
2 633 4 
1 634 3 
0 635 0 
3 636 2 
2 637 4 
1 638 3 
0 639 0 
3 640 2 
2 641 4 
1 642 3 
0 643 0 
3 644 2 
2 645 4 
1 646 3 
0 647 0 
3 648 2 
2 649 4 
1 650 3 
0 651 0 
3 652 2 
2 653 4 
1 654 4 
0 655 0 
3 656 2 
2 657 4 
1 658 4 
0 659 0 
3 660 2 
2 661 0 
1 662 0 
0 663 0 
3 664 2 
2 665 0 
1 666 0 
0 667 0 
3 668 2 
2 669 0 
1 670 0 
0 671 0 
3 672 2 
2 673 0 
1 674 0 
0 675 0 
3 676 3 
2 677 0 
1 678 0 
0 679 0 
3 680 3 
2 681 0 
1 682 0 
0 683 0 
3 684 3 
2 685 0 
1 686 4 
0 687 0 
3 688 3 
2 689 0 
1 690 4 
0 691 0 
3 692 5 
3 2 2 4 4 4 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 693 0 
1 694 3 
0 695 0 
3 696 2 
2 697 0 
1 698 3 
0 699 0 
3 700 2 
2 701 0 
1 702 3 
0 703 0 
3 704 2 
2 705 0 
1 706 3 
0 707 0 
3 708 2 
2 709 0 
1 710 3 
0 711 0 
3 712 2 
2 713 0 
1 714 3 
0 715 0 
3 716 3 
2 717 0 
1 718 3 
0 719 0 
3 720 3 
2 721 0 
1 722 3 
0 723 0 
3 724 3 
2 725 0 
1 726 3 
0 727 0 
3 728 3 
2 729 0 
1 730 3 
0 731 0 
3 732 3 
2 733 0 
1 734 3 
0 735 0 
3 736 3 
2 737 0 
1 738 3 
0 739 0 
3 740 3 
2 741 0 
1 742 3 
0 743 0 
3 744 3 
2 745 0 
1 746 3 
0 747 0 
3 748 3 
2 749 0 
1 750 3 
0 751 0 
3 752 3 
2 753 0 
1 754 3 
0 755 0 
3 756 3 
2 757 0 
1 758 3 
0 759 0 
3 760 3 
2 761 0 
1 762 3 
0 763 0 
3 764 3 
2 765 0 
1 766 3 
0 767 0 
3 768 3 
2 769 0 
1 770 3 
0 771 0 
3 772 3 
2 773 0 
1 774 3 
0 775 0 
3 776 3 
2 777 0 
1 778 3 
0 779 0 
3 780 3 
2 781 0 
1 782 3 
0 783 0 
3 784 3 
2 785 0 
1 786 3 
0 787 0 
3 788 3 
2 789 0 
1 790 3 
0 791 0 
3 792 3 
2 793 0 
1 794 3 
0 795 0 
3 796 3 
2 797 0 
1 798 3 
0 799 0 
3 800 3 
2 801 0 
1 802 3 
0 803 0 
3 804 3 
2 805 0 
1 806 3 
0 807 0 
3 808 3 
2 809 0 
1 810 3 
0 811 0 
3 812 3 
2 813 0 
1 814 3 
0 815 0 
3 816 3 
2 817 0 
1 818 3 
0 819 0 
3 820 3 
2 821 0 
1 822 3 
0 823 0 
3 824 3 
2 825 0 
1 826 3 
0 827 0 
3 828 3 
2 829 0 
1 830 3 
0 831 0 
3 832 3 
2 833 0 
1 834 1 
0 835 0 
3 836 3 
2 837 0 
1 838 1 
0 839 0 
3 840 3 
2 841 0 
1 842 1 
0 843 0 
3 844 3 
2 845 0 
1 846 1 
0 847 0 
3 848 3 
2 849 0 
1 850 1 
0 851 0 
3 852 3 
2 853 0 
1 854 1 
0 855 0 
3 856 3 
2 857 0 
1 858 1 
0 859 0 
3 860 3 
2 861 0 
1 862 4 
0 863 0 
3 864 3 
2 865 0 
1 866 4 
0 867 0 
3 868 3 
2 869 0 
1 870 4 
0 871 0 
3 872 3 
2 873 0 
1 874 2 
0 875 0 
3 876 3 
2 877 0 
1 878 2 
0 879 0 
3 880 3 
2 881 0 
1 882 2 
0 883 0 
3 884 3 
2 885 0 
1 886 2 
0 887 0 
3 888 3 
2 889 0 
1 890 5 
