30
8349 2 0 13 
8222 1 4 2 
8187 0 12 12 
7928 1 7 16 
7426 3 17 4 
7249 1 7 1 
6972 3 0 10 
6774 1 17 11 
6474 1 7 16 
6398 3 21 10 
5735 3 6 16 
5458 1 15 16 
5312 3 17 5 
4938 3 21 12 
4921 1 12 7 
4565 1 1 13 
3946 3 10 16 
3693 3 21 9 
2841 1 0 8 
2582 1 15 16 
2511 3 0 12 
2249 3 10 11 
2171 1 3 15 
1897 1 6 1 
1746 3 17 16 
1597 1 15 4 
1286 3 21 6 
1070 1 21 12 
457 3 6 5 
205 3 21 6 
