14
9060 3 11 16 
8903 1 18 11 
7775 1 19 7 
6807 0 20 5 
6738 3 16 15 
6532 1 6 15 
6393 3 1 5 
5113 3 18 15 
5068 1 8 0 
3418 3 16 6 
3066 1 14 16 
2982 3 21 9 
2400 3 10 0 
174 0 1 13 
