11
0 0 0 0 0 0 0 5 0 19 0 2 0 
0 0 0 1 2 0 0 10 0 14 0 3 0 
0 0 0 2 2 0 0 15 0 7 0 4 0 
0 0 0 3 1 0 0 20 0 19 0 12 0 
0 0 0 4 2 0 0 25 0 11 0 12 0 
0 0 0 5 0 0 0 30 0 17 0 7 0 
0 0 0 6 2 0 0 35 0 21 0 8 0 
0 0 0 7 2 0 0 40 0 6 0 1 0 
0 0 0 8 1 0 0 45 0 10 0 6 0 
0 0 0 9 1 0 0 50 0 7 0 12 0 
0 0 0 10 0 0 0 55 0 17 0 8 0 
0 0 0 11 1 0 0 60 0 8 0 5 0 
0 0 0 12 2 0 0 65 0 17 0 11 0 
0 0 0 13 1 0 0 70 0 1 0 5 0 
0 0 0 14 2 0 0 75 0 5 0 8 0 
0 0 0 15 0 72 0 80 0 8 0 16 0 
0 0 0 16 0 92 0 85 0 18 0 1 0 
0 0 0 17 1 0 0 90 0 7 0 2 0 
0 0 0 18 1 0 0 95 0 8 0 3 0 
0 0 0 19 1 0 0 100 0 18 0 5 0 
0 0 0 20 2 0 0 105 0 12 0 2 0 
0 0 0 21 1 0 0 110 0 13 0 16 0 
0 0 0 22 1 0 0 115 0 15 0 16 0 
0 0 0 23 1 0 0 120 0 6 0 16 0 
0 0 0 24 2 0 0 125 0 6 0 16 0 
0 0 0 25 1 0 0 130 0 16 0 0 0 
0 0 0 26 0 0 0 135 0 4 0 1 0 
0 0 0 27 2 0 0 140 0 18 0 12 0 
0 0 0 28 1 0 0 145 0 17 0 0 0 
0 0 0 29 2 0 0 150 0 19 0 8 0 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 6 8 12 13 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
9 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 4 5 3 10 7 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 10000 
1 2 1 0 0 0 0 5 1 19 0 2 0 
0 2 1 1 2 0 0 10 1 14 0 3 0 
0 0 0 2 2 46 0 15 1 7 0 4 0 
0 0 0 3 1 66 0 20 1 19 0 12 0 
0 0 0 4 2 0 0 25 0 11 0 12 0 
0 0 0 5 0 0 0 30 0 17 0 7 0 
0 0 0 6 2 0 0 35 0 21 0 8 0 
0 0 0 7 2 0 0 40 0 6 0 1 0 
0 0 0 8 1 0 0 45 0 10 0 6 0 
0 0 0 9 1 0 0 50 0 7 0 12 0 
0 0 0 10 0 0 0 55 0 17 0 8 0 
0 0 0 11 1 0 0 60 0 8 0 5 0 
0 0 0 12 2 0 0 65 0 17 0 11 0 
0 0 0 13 1 0 0 70 0 1 0 5 0 
0 0 0 14 2 0 0 75 0 5 0 8 0 
0 0 0 15 0 72 0 80 0 8 0 16 0 
0 0 0 16 0 92 0 85 0 18 0 1 0 
0 0 0 17 1 0 0 90 0 7 0 2 0 
0 0 0 18 1 0 0 95 0 8 0 3 0 
0 0 0 19 1 0 0 100 0 18 0 5 0 
0 0 0 20 2 0 0 105 0 12 0 2 0 
0 0 0 21 1 0 0 110 0 13 0 16 0 
0 0 0 22 1 0 0 115 0 15 0 16 0 
0 0 0 23 1 0 0 120 0 6 0 16 0 
0 0 0 24 2 0 0 125 0 6 0 16 0 
0 0 0 25 1 0 0 130 0 16 0 0 0 
0 0 0 26 0 0 0 135 0 4 0 1 0 
0 0 0 27 2 0 0 140 0 18 0 12 0 
0 0 0 28 1 0 0 145 0 17 0 0 0 
0 0 0 29 2 0 0 150 0 19 0 8 0 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 6 8 12 13 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
9 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 4 5 3 10 7 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 1 8670 
0 0 0 0 0 0 0 36 0 3 0 11 0 
0 2 1 1 2 0 0 10 1 14 0 3 0 
1 2 1 2 2 0 0 15 1 7 0 4 0 
0 2 1 3 1 0 0 20 1 19 0 12 0 
1 2 1 4 2 0 0 25 1 11 0 12 0 
0 2 1 5 0 0 0 30 1 17 0 7 0 
0 1 0 6 2 74 0 35 1 21 0 8 0 
0 0 0 7 2 206 0 40 1 6 0 1 0 
0 0 0 8 1 0 0 45 0 10 0 6 0 
0 0 0 9 1 0 0 50 0 7 0 12 0 
0 0 0 10 0 0 0 55 0 17 0 8 0 
0 0 0 11 1 0 0 60 0 8 0 5 0 
0 0 0 12 2 0 0 65 0 17 0 11 0 
0 0 0 13 1 0 0 70 0 1 0 5 0 
0 0 0 14 2 0 0 75 0 5 0 8 0 
0 0 0 15 0 72 0 80 0 8 0 16 0 
0 0 0 16 0 92 0 85 0 18 0 1 0 
0 0 0 17 1 0 0 90 0 7 0 2 0 
0 0 0 18 1 0 0 95 0 8 0 3 0 
0 0 0 19 1 0 0 100 0 18 0 5 0 
0 0 0 20 2 0 0 105 0 12 0 2 0 
0 0 0 21 1 0 0 110 0 13 0 16 0 
0 0 0 22 1 0 0 115 0 15 0 16 0 
0 0 0 23 1 0 0 120 0 6 0 16 0 
0 0 0 24 2 0 0 125 0 6 0 16 0 
0 0 0 25 1 0 0 130 0 16 0 0 0 
0 0 0 26 0 0 0 135 0 4 0 1 0 
0 0 0 27 2 0 0 140 0 18 0 12 0 
0 0 0 28 1 0 0 145 0 17 0 0 0 
0 0 0 29 2 0 0 150 0 19 0 8 0 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
4 6 8 12 13 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 4 5 3 10 7 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 1 1 0 6526 
0 2 1 0 0 0 0 36 1 3 0 11 0 
0 2 1 1 2 0 0 10 1 14 0 3 0 
1 2 1 2 2 0 0 15 1 7 0 4 0 
0 2 1 3 1 0 0 20 1 19 0 12 0 
0 0 0 4 2 0 0 39 0 12 0 2 0 
1 2 1 5 0 0 0 30 1 17 0 7 0 
0 2 1 6 2 0 0 35 1 21 0 8 0 
0 0 0 7 2 228 0 40 1 6 0 1 0 
0 0 0 8 1 250 0 45 1 10 0 6 0 
0 0 0 9 1 0 0 50 0 7 0 12 0 
0 0 0 10 0 0 0 55 0 17 0 8 0 
